,GarageQual,FireplaceQa,SalePrice,GarageQualNew
1036,TA,Ex,315500,TA
1037,TA,TA,287000,TA
1038,TA,TA,97000,TA
1039,TA,,80000,TA
1040,TA,TA,155000,TA
1041,TA,,173000,TA
1042,TA,Gd,196000,TA
1043,TA,Ex,262280,TA
1044,TA,Gd,278000,TA
1045,TA,Gd,139600,TA
1046,TA,Gd,556581,TA
1047,TA,,145000,TA
1048,TA,TA,115000,TA
1049,TA,,84900,TA
1050,TA,,176485,TA
1051,TA,Gd,200141,TA
1052,TA,TA,165000,TA
1053,TA,Gd,144500,TA
1054,TA,Gd,255000,TA
1055,TA,TA,180000,TA
1056,TA,Gd,185850,TA
1057,TA,Gd,248000,TA
1058,TA,Gd,335000,TA
1059,TA,Gd,220000,TA
1060,TA,,213500,TA
1061,TA,,81000,TA
1062,TA,,90000,TA
1063,TA,Gd,110500,TA
1064,TA,Po,154000,TA
1065,TA,,328000,TA
1066,TA,TA,178000,TA
1067,TA,,167900,TA
1068,TA,Gd,151400,TA
1069,TA,,135000,TA
1070,TA,,135000,TA
1071,TA,,154000,TA
1072,TA,TA,91500,TA
1073,TA,,159500,TA
1074,TA,,194000,TA
1075,TA,Gd,219500,TA
1076,TA,TA,170000,TA
1077,TA,,138800,TA
1078,TA,Gd,155900,TA
1079,TA,,126000,TA
1080,TA,,145000,TA
1081,TA,,133000,TA
1082,TA,Gd,192000,TA
1083,TA,Gd,160000,TA
1084,TA,TA,187500,TA
1085,TA,,147000,TA
1086,TA,,83500,TA
1087,TA,Gd,252000,TA
1088,TA,,137500,TA
1089,TA,Gd,197000,TA
1090,TA,,92900,TA
1091,TA,,160000,TA
1092,TA,Gd,136500,TA
1093,TA,,146000,TA
1094,TA,,129000,TA
1095,TA,Gd,176432,TA
1096,TA,,127000,TA
1097,TA,,170000,TA
1098,TA,,128000,TA
1099,TA,TA,157000,TA
1100,TA,,60000,TA
1101,TA,,119500,TA
1102,TA,,135000,TA
1103,TA,Fa,159500,TA
1104,TA,,106000,TA
1105,TA,TA,325000,TA
1106,TA,TA,179900,TA
1107,TA,Gd,274725,TA
1108,TA,TA,181000,TA
1109,TA,Gd,280000,TA
1110,TA,TA,188000,TA
1111,TA,Gd,205000,TA
1112,TA,,129900,TA
1113,TA,,134500,TA
1114,TA,,117000,TA
1115,TA,Gd,318000,TA
1116,TA,TA,184100,TA
1117,TA,,130000,TA
1118,TA,,140000,TA
1119,TA,,133700,TA
1120,TA,Gd,118400,TA
1121,TA,,212900,TA
1122,TA,,112000,TA
1123,TA,,118000,TA
1124,TA,TA,163900,TA
1125,Fa,TA,115000,Fa
1126,TA,TA,174000,TA
1127,TA,Gd,259000,TA
1128,TA,Gd,215000,TA
1129,TA,,140000,TA
1130,TA,TA,135000,TA
1131,TA,,93500,TA
1132,Fa,,117500,Fa
1133,TA,TA,239500,TA
1134,TA,TA,169000,TA
1135,TA,Gd,102000,TA
1136,TA,,119000,TA
1137,TA,,94000,TA
1138,TA,TA,196000,TA
1139,TA,Gd,144000,TA
1140,TA,,139000,TA
1141,TA,TA,197500,TA
1142,TA,TA,424870,TA
1143,TA,,80000,TA
1144,TA,,80000,TA
1145,TA,Gd,149000,TA
1146,TA,TA,180000,TA
1147,TA,Gd,174500,TA
1148,TA,Gd,116900,TA
1149,TA,,143000,TA
1150,TA,Gd,124000,TA
1151,TA,Gd,149900,TA
1152,TA,Gd,230000,TA
1153,TA,,120500,TA
1154,TA,Gd,201800,TA
1155,TA,Fa,218000,TA
1156,TA,Gd,179900,TA
1157,TA,Gd,230000,TA
1158,TA,,235128,TA
1159,Gd,TA,185000,Gd
1160,TA,TA,146000,TA
1161,TA,Gd,224000,TA
1162,TA,Po,129000,TA
1163,Fa,,108959,Fa
1164,TA,TA,194000,TA
1165,TA,,233170,TA
1166,TA,,245350,TA
1167,TA,TA,173000,TA
1168,TA,TA,235000,TA
1169,TA,TA,625000,TA
1170,TA,Po,171000,TA
1171,TA,TA,163000,TA
1172,TA,,171900,TA
1173,TA,Gd,200500,TA
1174,TA,Gd,239000,TA
1175,TA,TA,285000,TA
1176,TA,,119500,TA
1177,TA,,115000,TA
1178,Fa,Gd,154900,Fa
1179,TA,Gd,93000,TA
1180,TA,,250000,TA
1181,TA,Gd,392500,TA
1182,TA,TA,745000,TA
1183,TA,Gd,120000,TA
1184,TA,TA,186700,TA
1185,TA,,104900,TA
1186,Fa,,95000,Fa
1187,TA,Fa,262000,TA
1188,TA,,195000,TA
1189,TA,TA,189000,TA
1190,TA,TA,168000,TA
1191,TA,,174000,TA
1192,TA,,125000,TA
1193,TA,,165000,TA
1194,TA,,158000,TA
1195,TA,,176000,TA
1196,TA,Gd,219210,TA
1197,TA,Gd,144000,TA
1198,TA,,178000,TA
1199,TA,Po,148000,TA
1200,TA,,116050,TA
1201,TA,,197900,TA
1202,TA,Fa,117000,TA
1203,TA,TA,213000,TA
1204,TA,,153500,TA
1205,TA,TA,271900,TA
1206,TA,,107000,TA
1207,TA,,200000,TA
1208,TA,,140000,TA
1209,TA,Gd,290000,TA
1210,TA,TA,189000,TA
1211,TA,,164000,TA
1212,TA,,113000,TA
1213,TA,,145000,TA
1214,TA,,134500,TA
1215,TA,,125000,TA
1216,TA,,112000,TA
1217,TA,,229456,TA
1218,TA,,80500,TA
1219,TA,,91500,TA
1220,TA,,115000,TA
1221,TA,TA,134000,TA
1222,TA,Gd,143000,TA
1223,TA,,137900,TA
1224,TA,Gd,184000,TA
1225,TA,,145000,TA
1226,TA,Gd,214000,TA
1227,TA,,147000,TA
1228,TA,Gd,367294,TA
1229,TA,,127000,TA
1230,TA,TA,190000,TA
1231,TA,,132500,TA
1232,TA,,101800,TA
1233,TA,,142000,TA
1234,TA,,130000,TA
1235,Fa,,138887,Fa
1236,TA,,175500,TA
1237,TA,Gd,195000,TA
1238,TA,,142500,TA
1239,TA,Gd,265900,TA
1240,TA,,224900,TA
1241,TA,,248328,TA
1242,TA,TA,170000,TA
1243,TA,Gd,465000,TA
1244,TA,Gd,230000,TA
1245,TA,TA,178000,TA
1246,TA,,186500,TA
1247,TA,,169900,TA
1248,Fa,Gd,129500,Fa
1249,TA,,119000,TA
1250,TA,TA,244000,TA
1251,TA,Gd,171750,TA
1252,TA,,130000,TA
1253,TA,Gd,294000,TA
1254,TA,Gd,165400,TA
1255,TA,Gd,127500,TA
1256,TA,TA,301500,TA
1257,TA,,99900,TA
1258,TA,,190000,TA
1259,TA,,151000,TA
1260,TA,TA,181000,TA
1261,TA,,128900,TA
1262,TA,TA,161500,TA
1263,TA,Gd,180500,TA
1264,TA,,181000,TA
1265,TA,,183900,TA
1266,TA,Gd,122000,TA
1267,TA,Gd,378500,TA
1268,TA,Gd,381000,TA
1269,TA,,144000,TA
1270,TA,TA,260000,TA
1271,TA,Gd,185750,TA
1272,TA,,137000,TA
1273,TA,Gd,177000,TA
1274,TA,Gd,139000,TA
1275,TA,,137000,TA
1276,TA,TA,162000,TA
1277,TA,Gd,197900,TA
1278,TA,Gd,237000,TA
1279,TA,,68400,TA
1280,TA,,227000,TA
1281,Gd,TA,180000,Gd
1282,TA,,150500,TA
1283,TA,,139000,TA
1284,TA,Gd,169000,TA
1285,TA,Gd,132500,TA
1286,TA,Gd,143000,TA
1287,TA,,190000,TA
1288,TA,Ex,278000,TA
1289,TA,Gd,281000,TA
1290,TA,Gd,180500,TA
1291,TA,,119500,TA
1292,TA,,107500,TA
1293,TA,TA,162900,TA
1294,TA,,115000,TA
1295,TA,,138500,TA
1296,TA,,155000,TA
1297,TA,,140000,TA
1298,TA,Gd,160000,TA
1299,TA,,154000,TA
1300,TA,TA,225000,TA
1301,TA,Gd,177500,TA
1302,TA,TA,290000,TA
1303,TA,,232000,TA
1304,TA,,130000,TA
1305,TA,Ex,325000,TA
1306,TA,Gd,202500,TA
1307,TA,,138000,TA
1308,TA,,147000,TA
1309,TA,,179200,TA
1310,TA,TA,335000,TA
1311,TA,,203000,TA
1312,Gd,Ex,302000,Gd
1313,TA,TA,333168,TA
1314,TA,TA,119000,TA
1315,TA,Gd,206900,TA
1316,TA,Gd,295493,TA
1317,TA,Gd,208900,TA
1318,TA,TA,275000,TA
1319,TA,,111000,TA
1320,TA,Gd,156500,TA
1321,TA,,72500,TA
1322,TA,TA,190000,TA
1323,TA,,82500,TA
1324,TA,Gd,147000,TA
1325,TA,,55000,TA
1326,TA,,79000,TA
1327,TA,Ex,130500,TA
1328,Fa,TA,256000,Fa
1329,TA,TA,176500,TA
1330,TA,Gd,227000,TA
1331,TA,,132500,TA
1332,Fa,Gd,100000,Fa
1333,TA,,125500,TA
1334,TA,,125000,TA
1335,TA,TA,167900,TA
1336,TA,,135000,TA
1337,TA,,52500,TA
1338,TA,,200000,TA
1339,TA,,128500,TA
1340,TA,,123000,TA
1341,TA,,155000,TA
1342,TA,Gd,228500,TA
1343,Fa,TA,177000,Fa
1344,TA,TA,155835,TA
1345,TA,,108500,TA
1346,Gd,Gd,262500,Gd
1347,TA,Gd,283463,TA
1348,TA,Fa,215000,TA
1349,TA,,122000,TA
1350,TA,,200000,TA
1351,TA,Gd,171000,TA
1352,TA,,134900,TA
1353,TA,Ex,410000,TA
1354,TA,TA,235000,TA
1355,TA,TA,170000,TA
1356,TA,,110000,TA
1357,TA,Fa,149900,TA
1358,TA,,177500,TA
1359,TA,Gd,315000,TA
1360,TA,,189000,TA
1361,TA,Gd,260000,TA
1362,TA,Gd,104900,TA
1363,TA,Gd,156932,TA
1364,TA,,144152,TA
1365,TA,,216000,TA
1366,TA,,193000,TA
1367,TA,TA,127000,TA
1368,TA,,144000,TA
1369,TA,TA,232000,TA
1370,TA,,105000,TA
1371,TA,TA,165500,TA
1372,TA,TA,274300,TA
1373,TA,Gd,466500,TA
1374,TA,Gd,250000,TA
1375,TA,Gd,239000,TA
1376,Fa,,91000,Fa
1377,TA,,117000,TA
1378,TA,,83000,TA
1379,TA,,167500,TA
1380,TA,,58500,TA
1381,TA,Gd,237500,TA
1382,TA,,157000,TA
1383,TA,,112000,TA
1384,TA,,105000,TA
1385,TA,,125500,TA
1386,TA,TA,250000,TA
1387,TA,Gd,136000,TA
1388,TA,Gd,377500,TA
1389,TA,Gd,131000,TA
1390,TA,,235000,TA
1391,TA,,124000,TA
1392,TA,Po,123000,TA
1393,Gd,TA,163000,Gd
1394,TA,Gd,246578,TA
1395,TA,Gd,281213,TA
1396,TA,TA,160000,TA
1397,Fa,,137500,Fa
1398,TA,,138000,TA
1399,Fa,Gd,137450,Fa
1400,TA,Gd,120000,TA
1401,TA,TA,193000,TA
1402,TA,Gd,193879,TA
1403,TA,,282922,TA
1404,TA,,105000,TA
1405,TA,Gd,275000,TA
1406,TA,,133000,TA
1407,TA,,112000,TA
1408,TA,,125500,TA
1409,TA,TA,215000,TA
1410,TA,,230000,TA
1411,TA,,140000,TA
1412,TA,,90000,TA
1413,TA,Gd,257000,TA
1414,TA,Gd,207000,TA
1415,TA,TA,175900,TA
1416,TA,,122500,TA
1417,TA,TA,340000,TA
1418,TA,,124000,TA
1419,TA,TA,223000,TA
1420,TA,TA,179900,TA
1421,TA,Fa,127500,TA
1422,TA,,136500,TA
1423,Gd,Gd,274970,Gd
1424,TA,TA,144000,TA
1425,TA,,142000,TA
1426,TA,TA,271000,TA
1427,TA,TA,140000,TA
1428,TA,Gd,119000,TA
1429,TA,TA,182900,TA
1430,TA,Gd,192140,TA
1431,TA,,143750,TA
1432,Fa,,64500,Fa
1433,TA,TA,186500,TA
1434,TA,Gd,160000,TA
1435,TA,Gd,174000,TA
1436,TA,,120500,TA
1437,TA,Gd,394617,TA
1438,TA,,149700,TA
1439,TA,TA,197000,TA
1440,TA,Gd,191000,TA
1441,TA,TA,149300,TA
1442,TA,Ex,310000,TA
1443,Fa,Gd,121000,Fa
1444,TA,,179600,TA
1445,TA,,129000,TA
1446,TA,,157900,TA
1447,TA,TA,240000,TA
1448,Fa,,112000,Fa
1449,TA,,92000,TA
1450,TA,,136000,TA
1451,TA,Gd,287090,TA
1452,TA,,145000,TA
1453,TA,,84500,TA
1454,TA,,185000,TA
1455,TA,TA,175000,TA
1456,TA,TA,210000,TA
1457,TA,Gd,266500,TA
1458,TA,,142125,TA
1459,TA,,147500,TA
